Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Place Name,Time Period,Start_Date,Data Value
173753,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper West Side,Summer 2013,06/01/2013,11.38
173754,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Long Island City - Astoria,Summer 2013,06/01/2013,11.07
173755,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,West Queens,Summer 2013,06/01/2013,10.71
173756,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Flushing - Clearview,Summer 2013,06/01/2013,10.09
173757,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Ridgewood - Forest Hills,Summer 2013,06/01/2013,10.17
173758,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southwest Queens,Summer 2013,06/01/2013,9.88
173759,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Jamaica,Summer 2013,06/01/2013,10.07
173760,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southeast Queens,Summer 2013,06/01/2013,9.75
173761,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Rockaways,Summer 2013,06/01/2013,9.45
173762,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper East Side-Gramercy,Summer 2013,06/01/2013,13.1
173763,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Chelsea-Village,Summer 2013,06/01/2013,12.93
173764,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Union Square-Lower Manhattan,Summer 2013,06/01/2013,11.69
173765,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bayside Little Neck-Fresh Meadows,Summer 2013,06/01/2013,9.95
173766,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northern SI,Summer 2013,06/01/2013,9.42
173767,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southern SI,Summer 2013,06/01/2013,9.27
173768,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,South Bronx,Summer 2013,06/01/2013,10.93
174109,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Kingsbridge - Riverdale,Annual Average 2009,12/01/2008,11.03
174110,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northeast Bronx,Annual Average 2009,12/01/2008,10.68
174111,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Fordham - Bronx Pk,Annual Average 2009,12/01/2008,11.1
174112,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Pelham - Throgs Neck,Annual Average 2009,12/01/2008,10.59
174113,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Greenpoint,Annual Average 2009,12/01/2008,11.93
174114,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Downtown - Heights - Slope,Annual Average 2009,12/01/2008,11.5
174115,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bedford Stuyvesant - Crown Heights,Annual Average 2009,12/01/2008,10.75
174116,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East New York,Annual Average 2009,12/01/2008,10.6
174117,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Sunset Park,Annual Average 2009,12/01/2008,11.04
174118,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough Park,Annual Average 2009,12/01/2008,10.27
174119,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Flatbush - Flatbush,Annual Average 2009,12/01/2008,10.47
174120,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Canarsie - Flatlands,Annual Average 2009,12/01/2008,9.85
174121,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bensonhurst - Bay Ridge,Annual Average 2009,12/01/2008,9.91
174122,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Coney Island - Sheepshead Bay,Annual Average 2009,12/01/2008,9.55
174123,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Williamsburg - Bushwick,Annual Average 2009,12/01/2008,11.36
174124,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Washington Heights,Annual Average 2009,12/01/2008,11.55
174125,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Central Harlem - Morningside Heights,Annual Average 2009,12/01/2008,11.6
174126,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Harlem,Annual Average 2009,12/01/2008,11.55
174127,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper West Side,Annual Average 2009,12/01/2008,12.18
174128,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Long Island City - Astoria,Annual Average 2009,12/01/2008,11.4
174129,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,West Queens,Annual Average 2009,12/01/2008,10.99
174130,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Flushing - Clearview,Annual Average 2009,12/01/2008,10.16
174131,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Ridgewood - Forest Hills,Annual Average 2009,12/01/2008,10.44
174132,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southwest Queens,Annual Average 2009,12/01/2008,9.96
174133,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Jamaica,Annual Average 2009,12/01/2008,9.95
174134,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southeast Queens,Annual Average 2009,12/01/2008,9.35
174135,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Rockaways,Annual Average 2009,12/01/2008,8.75
174136,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper East Side-Gramercy,Annual Average 2009,12/01/2008,13.89
174137,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Chelsea-Village,Annual Average 2009,12/01/2008,13.74
174138,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Union Square-Lower Manhattan,Annual Average 2009,12/01/2008,12.39
174139,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bayside Little Neck-Fresh Meadows,Annual Average 2009,12/01/2008,9.83
174140,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northern SI,Annual Average 2009,12/01/2008,9.84
174141,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southern SI,Annual Average 2009,12/01/2008,9.8
174142,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,South Bronx,Annual Average 2009,12/01/2008,11.64
174143,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Kingsbridge - Riverdale,Annual Average 2010,12/01/2009,10.09
174144,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northeast Bronx,Annual Average 2010,12/01/2009,9.65
174145,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Fordham - Bronx Pk,Annual Average 2010,12/01/2009,10.26
174146,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Pelham - Throgs Neck,Annual Average 2010,12/01/2009,9.68
174147,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Greenpoint,Annual Average 2010,12/01/2009,10.57
174148,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Downtown - Heights - Slope,Annual Average 2010,12/01/2009,10.49
174149,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bedford Stuyvesant - Crown Heights,Annual Average 2010,12/01/2009,9.93
174150,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East New York,Annual Average 2010,12/01/2009,9.79
174151,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Sunset Park,Annual Average 2010,12/01/2009,10.21
174152,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough Park,Annual Average 2010,12/01/2009,9.61
174153,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Flatbush - Flatbush,Annual Average 2010,12/01/2009,9.8
174154,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Canarsie - Flatlands,Annual Average 2010,12/01/2009,9.12
174155,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bensonhurst - Bay Ridge,Annual Average 2010,12/01/2009,9.18
174156,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Coney Island - Sheepshead Bay,Annual Average 2010,12/01/2009,8.89
174157,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Williamsburg - Bushwick,Annual Average 2010,12/01/2009,10.33
174158,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Washington Heights,Annual Average 2010,12/01/2009,10.71
174159,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Central Harlem - Morningside Heights,Annual Average 2010,12/01/2009,10.62
174160,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Harlem,Annual Average 2010,12/01/2009,10.41
174161,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper West Side,Annual Average 2010,12/01/2009,11.01
174162,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Long Island City - Astoria,Annual Average 2010,12/01/2009,10.05
174163,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,West Queens,Annual Average 2010,12/01/2009,9.89
174164,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Flushing - Clearview,Annual Average 2010,12/01/2009,9.33
174165,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Ridgewood - Forest Hills,Annual Average 2010,12/01/2009,9.52
174166,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southwest Queens,Annual Average 2010,12/01/2009,9.19
174167,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Jamaica,Annual Average 2010,12/01/2009,9.25
174168,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southeast Queens,Annual Average 2010,12/01/2009,8.65
174169,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Rockaways,Annual Average 2010,12/01/2009,7.99
174170,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper East Side-Gramercy,Annual Average 2010,12/01/2009,12.96
174171,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Chelsea-Village,Annual Average 2010,12/01/2009,12.66
174172,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Union Square-Lower Manhattan,Annual Average 2010,12/01/2009,11.28
174173,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bayside Little Neck-Fresh Meadows,Annual Average 2010,12/01/2009,9.09
174174,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northern SI,Annual Average 2010,12/01/2009,8.77
174175,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southern SI,Annual Average 2010,12/01/2009,8.81
174176,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,South Bronx,Annual Average 2010,12/01/2009,10.78
174177,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Kingsbridge - Riverdale,Annual Average 2011,12/01/2010,10.65
174178,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northeast Bronx,Annual Average 2011,12/01/2010,10.48
174179,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Fordham - Bronx Pk,Annual Average 2011,12/01/2010,10.77
174180,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Pelham - Throgs Neck,Annual Average 2011,12/01/2010,10.5
174181,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Greenpoint,Annual Average 2011,12/01/2010,11.51
174182,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Downtown - Heights - Slope,Annual Average 2011,12/01/2010,11.14
174183,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bedford Stuyvesant - Crown Heights,Annual Average 2011,12/01/2010,10.29
174184,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East New York,Annual Average 2011,12/01/2010,10.09
174185,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Sunset Park,Annual Average 2011,12/01/2010,10.84
174186,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough Park,Annual Average 2011,12/01/2010,10.07
174187,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Flatbush - Flatbush,Annual Average 2011,12/01/2010,10.15
174188,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Canarsie - Flatlands,Annual Average 2011,12/01/2010,9.55
174189,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bensonhurst - Bay Ridge,Annual Average 2011,12/01/2010,9.78
174190,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Coney Island - Sheepshead Bay,Annual Average 2011,12/01/2010,9.44
174191,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Williamsburg - Bushwick,Annual Average 2011,12/01/2010,10.88
174192,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Washington Heights,Annual Average 2011,12/01/2010,11.12
174193,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Central Harlem - Morningside Heights,Annual Average 2011,12/01/2010,11.13
174194,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Harlem,Annual Average 2011,12/01/2010,11.12
174195,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper West Side,Annual Average 2011,12/01/2010,11.49
174196,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Long Island City - Astoria,Annual Average 2011,12/01/2010,11.02
174197,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,West Queens,Annual Average 2011,12/01/2010,10.6
174198,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Flushing - Clearview,Annual Average 2011,12/01/2010,10.05
174199,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Ridgewood - Forest Hills,Annual Average 2011,12/01/2010,9.95
174200,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southwest Queens,Annual Average 2011,12/01/2010,9.43
174201,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Jamaica,Annual Average 2011,12/01/2010,9.57
174202,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southeast Queens,Annual Average 2011,12/01/2010,9.17
174203,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Rockaways,Annual Average 2011,12/01/2010,8.44
174204,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper East Side-Gramercy,Annual Average 2011,12/01/2010,12.96
174205,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Chelsea-Village,Annual Average 2011,12/01/2010,12.85
174206,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Union Square-Lower Manhattan,Annual Average 2011,12/01/2010,11.71
174207,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bayside Little Neck-Fresh Meadows,Annual Average 2011,12/01/2010,9.72
174208,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northern SI,Annual Average 2011,12/01/2010,9.49
174209,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southern SI,Annual Average 2011,12/01/2010,9.42
174210,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,South Bronx,Annual Average 2011,12/01/2010,11.36
174211,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Kingsbridge - Riverdale,Annual Average 2012,12/01/2011,9.27
174212,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northeast Bronx,Annual Average 2012,12/01/2011,9.11
174213,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Fordham - Bronx Pk,Annual Average 2012,12/01/2011,9.47
174214,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Pelham - Throgs Neck,Annual Average 2012,12/01/2011,9.23
174215,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Greenpoint,Annual Average 2012,12/01/2011,10.27
174216,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Downtown - Heights - Slope,Annual Average 2012,12/01/2011,9.9
174217,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bedford Stuyvesant - Crown Heights,Annual Average 2012,12/01/2011,9.13
174218,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East New York,Annual Average 2012,12/01/2011,8.94
174219,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Sunset Park,Annual Average 2012,12/01/2011,9.59
174220,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough Park,Annual Average 2012,12/01/2011,8.89
174221,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Flatbush - Flatbush,Annual Average 2012,12/01/2011,8.98
174222,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Canarsie - Flatlands,Annual Average 2012,12/01/2011,8.37
174223,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bensonhurst - Bay Ridge,Annual Average 2012,12/01/2011,8.6
174224,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Coney Island - Sheepshead Bay,Annual Average 2012,12/01/2011,8.3
174225,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Williamsburg - Bushwick,Annual Average 2012,12/01/2011,9.7
174226,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Washington Heights,Annual Average 2012,12/01/2011,9.89
174227,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Central Harlem - Morningside Heights,Annual Average 2012,12/01/2011,9.99
174228,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Harlem,Annual Average 2012,12/01/2011,9.98
174229,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper West Side,Annual Average 2012,12/01/2011,10.46
174230,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Long Island City - Astoria,Annual Average 2012,12/01/2011,9.84
174231,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,West Queens,Annual Average 2012,12/01/2011,9.46
174232,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Flushing - Clearview,Annual Average 2012,12/01/2011,8.9
174233,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Ridgewood - Forest Hills,Annual Average 2012,12/01/2011,8.83
174234,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southwest Queens,Annual Average 2012,12/01/2011,8.32
174235,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Jamaica,Annual Average 2012,12/01/2011,8.48
174236,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southeast Queens,Annual Average 2012,12/01/2011,8.04
174237,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Rockaways,Annual Average 2012,12/01/2011,7.36
174238,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper East Side-Gramercy,Annual Average 2012,12/01/2011,12.14
174239,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Chelsea-Village,Annual Average 2012,12/01/2011,11.94
174240,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Union Square-Lower Manhattan,Annual Average 2012,12/01/2011,10.66
174241,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bayside Little Neck-Fresh Meadows,Annual Average 2012,12/01/2011,8.58
174242,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northern SI,Annual Average 2012,12/01/2011,8.31
174243,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southern SI,Annual Average 2012,12/01/2011,8.37
174244,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,South Bronx,Annual Average 2012,12/01/2011,10.15
174245,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Kingsbridge - Riverdale,Annual Average 2013,12/01/2012,8.88
174246,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northeast Bronx,Annual Average 2013,12/01/2012,8.73
174247,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Fordham - Bronx Pk,Annual Average 2013,12/01/2012,9.06
174248,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Pelham - Throgs Neck,Annual Average 2013,12/01/2012,8.74
174249,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Greenpoint,Annual Average 2013,12/01/2012,10
174250,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Downtown - Heights - Slope,Annual Average 2013,12/01/2012,9.46
174251,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bedford Stuyvesant - Crown Heights,Annual Average 2013,12/01/2012,8.75
174252,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East New York,Annual Average 2013,12/01/2012,8.69
174253,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Sunset Park,Annual Average 2013,12/01/2012,9.12
174254,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough Park,Annual Average 2013,12/01/2012,8.49
174255,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Flatbush - Flatbush,Annual Average 2013,12/01/2012,8.6
174256,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Canarsie - Flatlands,Annual Average 2013,12/01/2012,8.18
174257,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bensonhurst - Bay Ridge,Annual Average 2013,12/01/2012,8.24
174258,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Coney Island - Sheepshead Bay,Annual Average 2013,12/01/2012,8.11
174259,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Williamsburg - Bushwick,Annual Average 2013,12/01/2012,9.36
174260,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Washington Heights,Annual Average 2013,12/01/2012,9.48
174261,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Central Harlem - Morningside Heights,Annual Average 2013,12/01/2012,9.7
174262,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Harlem,Annual Average 2013,12/01/2012,9.73
174263,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper West Side,Annual Average 2013,12/01/2012,10.35
174264,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Long Island City - Astoria,Annual Average 2013,12/01/2012,9.6
174265,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,West Queens,Annual Average 2013,12/01/2012,9.13
174266,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Flushing - Clearview,Annual Average 2013,12/01/2012,8.39
174267,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Ridgewood - Forest Hills,Annual Average 2013,12/01/2012,8.51
174268,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southwest Queens,Annual Average 2013,12/01/2012,8.14
174269,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Jamaica,Annual Average 2013,12/01/2012,8.27
174270,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southeast Queens,Annual Average 2013,12/01/2012,7.85
174271,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Rockaways,Annual Average 2013,12/01/2012,7.61
174272,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper East Side-Gramercy,Annual Average 2013,12/01/2012,12.09
174273,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Chelsea-Village,Annual Average 2013,12/01/2012,11.87
174274,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Union Square-Lower Manhattan,Annual Average 2013,12/01/2012,10.44
174275,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bayside Little Neck-Fresh Meadows,Annual Average 2013,12/01/2012,8.13
174276,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northern SI,Annual Average 2013,12/01/2012,8.03
174277,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southern SI,Annual Average 2013,12/01/2012,7.97
174278,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,South Bronx,Annual Average 2013,12/01/2012,9.7
174619,383,Sulfur Dioxide (SO2),Mean,ppb,Kingsbridge - Riverdale,Winter 2008-09,12/01/2008,6.62
174620,383,Sulfur Dioxide (SO2),Mean,ppb,Northeast Bronx,Winter 2008-09,12/01/2008,5.38
174621,383,Sulfur Dioxide (SO2),Mean,ppb,Fordham - Bronx Pk,Winter 2008-09,12/01/2008,9.48
174622,383,Sulfur Dioxide (SO2),Mean,ppb,Pelham - Throgs Neck,Winter 2008-09,12/01/2008,5.15
174623,383,Sulfur Dioxide (SO2),Mean,ppb,Crotona -Tremont,Winter 2008-09,12/01/2008,9.36
174624,383,Sulfur Dioxide (SO2),Mean,ppb,High Bridge - Morrisania,Winter 2008-09,12/01/2008,8.99
174625,383,Sulfur Dioxide (SO2),Mean,ppb,Hunts Point - Mott Haven,Winter 2008-09,12/01/2008,5.22
174626,383,Sulfur Dioxide (SO2),Mean,ppb,Greenpoint,Winter 2008-09,12/01/2008,4.25
174627,383,Sulfur Dioxide (SO2),Mean,ppb,Downtown - Heights - Slope,Winter 2008-09,12/01/2008,4.14
174628,383,Sulfur Dioxide (SO2),Mean,ppb,Bedford Stuyvesant - Crown Heights,Winter 2008-09,12/01/2008,4.62
174629,383,Sulfur Dioxide (SO2),Mean,ppb,East New York,Winter 2008-09,12/01/2008,3.89
174630,383,Sulfur Dioxide (SO2),Mean,ppb,Sunset Park,Winter 2008-09,12/01/2008,3.79
174631,383,Sulfur Dioxide (SO2),Mean,ppb,Borough Park,Winter 2008-09,12/01/2008,4.28
174632,383,Sulfur Dioxide (SO2),Mean,ppb,East Flatbush - Flatbush,Winter 2008-09,12/01/2008,4.6
174633,383,Sulfur Dioxide (SO2),Mean,ppb,Canarsie - Flatlands,Winter 2008-09,12/01/2008,3.22
174634,383,Sulfur Dioxide (SO2),Mean,ppb,Bensonhurst - Bay Ridge,Winter 2008-09,12/01/2008,3.37
174635,383,Sulfur Dioxide (SO2),Mean,ppb,Coney Island - Sheepshead Bay,Winter 2008-09,12/01/2008,3.21
174636,383,Sulfur Dioxide (SO2),Mean,ppb,Williamsburg - Bushwick,Winter 2008-09,12/01/2008,4.78
174637,383,Sulfur Dioxide (SO2),Mean,ppb,Washington Heights,Winter 2008-09,12/01/2008,11.12
174638,383,Sulfur Dioxide (SO2),Mean,ppb,Central Harlem - Morningside Heights,Winter 2008-09,12/01/2008,8.21
174639,383,Sulfur Dioxide (SO2),Mean,ppb,East Harlem,Winter 2008-09,12/01/2008,7.04
174640,383,Sulfur Dioxide (SO2),Mean,ppb,Upper West Side,Winter 2008-09,12/01/2008,10.87
174641,383,Sulfur Dioxide (SO2),Mean,ppb,Upper East Side,Winter 2008-09,12/01/2008,12.12
174642,383,Sulfur Dioxide (SO2),Mean,ppb,Chelsea - Clinton,Winter 2008-09,12/01/2008,8.37
174643,383,Sulfur Dioxide (SO2),Mean,ppb,Gramercy Park - Murray Hill,Winter 2008-09,12/01/2008,9.8
174644,383,Sulfur Dioxide (SO2),Mean,ppb,Greenwich Village - SoHo,Winter 2008-09,12/01/2008,7.35
174645,383,Sulfur Dioxide (SO2),Mean,ppb,Union Square - Lower East Side,Winter 2008-09,12/01/2008,7.91
174646,383,Sulfur Dioxide (SO2),Mean,ppb,Lower Manhattan,Winter 2008-09,12/01/2008,4.57
